ID_CONTA	RESPOSTA	DIVIDA_FINAL	DT_ACORDO
122339	0	10770.24	2019-03-22
122814	0	1909.56	2019-06-03
122956	0	5458.29	2019-06-03
122991	0	6381.81	2019-03-22
123064	0	11125.91	2019-03-22
123177	0	1588.67	2019-06-03
123708	0	19485.75	2019-06-03
124090	0	9497.76	2019-03-22
125774	0	497.69	2019-03-20
126161	0	4687.58	2019-06-03
126427	0	17845.7	2019-06-03
126583	0	5481.9	2019-06-03
127141	0	2352.57	2019-03-22
128251	0	9213.18	2019-06-03
128322	0	17137.97	2019-03-22
128421	1	946.76	2019-04-04
128552	0	5208.98	2019-06-03
128900	0	6293.67	2019-03-21
129058	1	2630.61	2019-06-03
129836	0	1188.57	2019-03-20
129836	1	1451.81	2019-06-03
130027	0	1072.82	2019-03-22
130532	0	9624.63	2019-03-22
130532	1	8068.57	2018-11-22
131161	0	3763.54	2019-06-03
131800	0	4025.37	2019-06-03
131832	0	10409.02	2019-06-03
131935	0	13490.78	2019-03-22
132122	0	24801.2	2019-06-03
133294	0	2964.45	2019-06-03
133583	0	3506.94	2019-06-03
135052	1	2450.65	2019-04-04
135331	0	1794.03	2018-11-22
136103	0	22204.99	2019-03-22
136398	0	1058.82	2019-06-03
136521	0	5058.06	2019-06-03
136654	0	5390.87	2019-06-03
136688	0	7687.92	2019-06-03
136903	1	2763.43	2019-06-03
137671	0	6905.79	2019-03-22
142543	0	5637.11	2019-03-22
142952	0	24994.09	2019-06-03
143152	0	248.62	2019-03-20
144146	0	2729.37	2019-03-20
145248	0	4218.73	2019-06-03
145965	0	8696.98	2019-06-03
146145	0	7838.04	2019-06-03
146248	0	661.74	2019-06-03
147728	0	4192.24	2019-06-03
147917	0	19347.63	2019-06-03
148379	0	2333.54	2019-06-03
149317	0	1043.91	2019-03-22
149539	0	5763.48	2019-03-22
149539	1	6784.87	2019-06-03
149646	0	10066.24	2019-06-03
150172	0	2294.04	2019-06-03
151039	0	48541.62	2019-03-22
151107	0	7082.35	2019-06-03
151647	0	4684.07	2019-06-03
152314	0	11749.8	2019-06-03
152724	0	15317.94	2019-06-03
153042	1	1633.82	2019-04-04
154498	0	1381.8	2019-03-22
154498	1	1626.67	2019-06-03
154835	0	9705.15	2019-06-03
155249	0	5493.27	2019-06-03
156002	0	4996.48	2019-06-03
157337	0	1940.21	2019-03-20
157830	0	1257.49	2018-11-22
158497	0	6156.82	2019-06-03
158590	0	23770.06	2019-06-03
158968	0	2044.54	2019-06-03
159206	0	5244.01	2019-06-03
159667	0	533.83	2019-03-20
160309	0	994.08	2019-06-03
160360	0	559.81	2019-03-20
161544	0	3886.92	2019-06-03
161659	0	6609.47	2019-06-03
161667	0	12027.76	2019-06-03
161995	0	6429.27	2019-06-03
162310	0	428.2	2019-03-20
162430	0	1157.62	2019-03-22
162562	0	5270.69	2019-06-03
162603	0	2501.55	2019-06-03
162661	0	11353.91	2019-06-03
163601	0	1139.56	2019-06-03
163808	0	985.44	2019-06-03
163909	0	4614.89	2019-03-22
164788	0	11124.75	2019-06-03
165344	1	2152.72	2019-04-04
165651	0	2029.74	2019-06-03
166040	0	6278.45	2019-03-22
166215	0	7943.94	2019-03-22
166215	1	9351.74	2019-06-03
167445	0	1784.83	2018-11-22
167453	0	6291.96	2019-06-03
168204	0	15339.55	2019-06-03
168911	0	16006.8	2019-06-03
168951	0	2019.3	2019-03-22
168951	1	2377.16	2019-06-03
169654	0	17845.2	2019-06-03
169881	0	28445.73	2019-06-03
170849	0	10663.47	2019-06-03
171338	0	2468.22	2019-06-03
171790	0	3758.97	2019-06-03
172511	0	645.35	2019-03-20
172854	0	2196.54	2019-06-03
173060	0	423.61	2019-04-04
173066	0	2878.69	2019-06-03
175245	0	3281.96	2019-06-03
175267	0	2336.48	2019-06-03
177013	0	48264.87	2019-03-21
177835	0	2726.02	2019-06-03
177896	0	8770.98	2019-06-03
178572	0	6580.99	2019-06-03
178632	0	1677.83	2019-03-22
179031	0	907.08	2018-11-22
179047	0	679.06	2019-06-03
179155	0	11084.93	2019-06-03
179221	0	949.55	2019-03-20
180672	0	9582.1	2019-06-03
180980	0	4780.27	2019-06-03
181012	0	1365.72	2019-06-03
181133	0	1712.9	2019-06-03
181316	0	1930.93	2019-06-03
181426	1	458.98	2019-03-20
182776	0	9394.55	2019-06-03
183147	0	2636.49	2019-06-03
183761	0	6413.33	2019-06-03
183893	0	15118.57	2019-06-03
184260	0	8876.03	2019-06-03
184599	0	8411	2019-06-03
186082	0	6898.19	2019-06-03
187234	0	1007.43	2019-03-20
187433	0	12494.99	2019-06-03
187663	0	2898.3	2018-11-22
187948	0	21622.88	2019-06-03
188001	0	3334.4	2019-06-03
188132	0	7053.9	2019-06-03
188250	0	1778.34	2019-06-03
188663	0	3480.66	2019-06-03
191643	0	726.4	2019-03-20
191699	0	8891.64	2019-03-22
192894	0	489.35	2019-03-20
192959	0	1161.93	2019-03-20
193017	0	17934.4	2019-06-03
193055	0	2214.94	2019-06-03
193377	0	16552.17	2019-03-22
193419	0	3915.61	2019-06-03
194181	0	12204.91	2019-06-03
194346	0	8488.82	2019-06-03
194499	0	337.39	2019-03-20
195386	0	4445.58	2019-06-03
195694	0	3254.91	2019-06-03
196203	0	1927.7	2019-03-20
196376	0	30830.09	2019-03-20
197566	0	2998	2019-06-03
197778	0	3528.76	2019-06-03
198010	0	5936.49	2019-06-03
198541	0	2909.81	2019-06-03
199320	0	2462.71	2019-06-03
199485	0	6154.61	2019-06-03
200167	0	3262.42	2019-06-03
200381	0	3626.97	2019-03-22
201196	0	10150.52	2019-06-03
201292	0	4187.43	2019-06-03
202011	0	3973.43	2019-03-21
202405	0	7494.62	2019-06-03
202970	0	3042.34	2019-06-03
203579	0	4272.92	2018-11-22
203780	0	1941.22	2019-06-03
203919	0	15253.43	2019-06-03
204608	0	3317.81	2019-06-03
205427	0	2149.55	2019-06-03
205606	0	9798.93	2019-06-03
207977	0	3108.09	2019-06-03
208294	1	22025.99	2019-03-20
208443	0	1890.71	2019-03-22
208443	1	2225.78	2019-06-03
208630	0	10618.8	2019-06-03
209392	0	2095.02	2019-06-03
209645	0	2445.24	2019-06-03
210267	0	10611.78	2019-03-22
210778	0	15121.4	2019-06-03
211022	0	1823.02	2018-11-22
211389	0	457.3	2019-03-20
212155	0	6292.89	2019-06-03
212288	0	32662.64	2019-06-03
212383	0	4024.76	2019-06-03
212481	0	6098.96	2019-06-03
212874	0	8144.13	2019-03-22
212976	0	13955.26	2019-03-22
213013	0	21195.45	2019-06-03
215077	0	19726.02	2019-06-03
215786	0	13632.02	2019-06-03
216112	0	13139.64	2019-03-22
217365	0	2805.73	2018-11-22
217365	1	3501.13	2019-03-22
217571	0	4351.61	2019-06-03
218328	0	14880.91	2019-06-03
218330	0	5843.99	2019-06-03
218939	0	3263.3	2019-06-03
219186	0	11698.45	2019-06-03
219187	0	17794.22	2019-06-03
219952	0	4121.04	2019-06-03
220672	0	9569.01	2019-06-03
221140	0	12403.83	2019-03-22
222488	1	10756.39	2019-06-03
224506	0	12783.17	2019-06-03
224664	0	1254.65	2019-03-21
224747	0	1797.79	2018-11-22
224787	1	3255.26	2018-11-22
224838	0	3313.99	2019-06-03
225383	0	24376.42	2019-03-22
225408	0	3803.19	2019-03-22
226303	0	9056.42	2019-03-22
226838	0	6294.94	2019-06-03
227089	0	5685.48	2019-06-03
229128	0	3553.76	2018-11-22
233248	0	3328.76	2018-11-22
233269	0	3541.98	2019-03-22
233721	0	4573.93	2019-06-03
233819	0	3379.82	2019-06-03
234054	0	1495.48	2019-03-22
234420	0	2293.72	2019-06-03
234857	0	828.97	2019-03-20
235663	0	4045.96	2019-06-03
235947	0	3674.15	2019-03-21
236123	0	13248.62	2019-06-03
236191	0	2118.97	2019-06-03
236203	1	1453.29	2019-03-20
236824	0	1024.62	2019-03-20
237393	0	6560.38	2019-06-03
237786	0	16082.29	2019-03-22
238389	1	1979.57	2018-11-22
238495	0	3060.42	2019-06-03
238809	0	2156.04	2019-06-03
239882	0	3006.84	2019-06-03
240093	0	7895.2	2019-06-03
240917	0	4670.72	2019-06-03
241045	0	3770.62	2019-06-03
241512	0	11800.42	2019-06-03
243029	0	4465.66	2019-06-03
243166	0	961.92	2019-06-03
243416	0	1625.47	2019-06-03
243579	1	756.42	2019-04-04
244489	0	1460.9	2019-06-03
244914	0	4888.63	2019-06-03
245204	0	3410.6	2019-06-03
245234	0	5228.24	2019-06-03
246541	0	5371.12	2019-06-03
246966	0	1499.91	2019-06-03
247085	0	7668.84	2019-06-03
247348	0	2266.43	2018-11-22
247485	0	2679.53	2019-06-03
247509	0	1720.44	2019-03-22
247688	0	11030.4	2019-06-03
248310	0	1824.92	2019-06-03
249126	0	4279.97	2019-06-03
249242	0	3405.85	2019-03-21
249339	0	4297.6	2019-03-22
249391	1	1394.21	2019-04-04
249565	0	8064.91	2019-06-03
249861	0	521.55	2019-03-20
250015	0	4936.37	2019-06-03
250050	0	1458.99	2019-06-03
250909	0	7127.42	2019-06-03
253123	0	6387.37	2019-06-03
256981	0	870.82	2018-11-22
257637	0	2958.61	2019-06-03
261199	0	10554.19	2019-03-22
267432	0	9306.7	2019-06-03
267651	0	1821.28	2019-06-03
267656	0	12985.91	2019-06-03
268772	0	6195.79	2019-06-03
268991	0	3199.75	2019-06-03
269559	0	5224.17	2019-06-03
269613	0	3804.21	2019-06-03
269889	0	19612.46	2019-03-22
269920	0	667.25	2019-03-20
272215	0	2556.56	2019-03-22
272607	0	4433.47	2019-06-03
273270	0	10643.02	2019-06-03
273466	0	3702.7	2019-06-03
274718	0	23613.4	2019-06-03
275103	0	681.98	2019-03-20
275125	0	2964.37	2019-06-03
275943	0	10230.85	2019-03-22
276075	0	5198.39	2019-06-03
276753	0	14522.08	2019-06-03
277372	0	8961.28	2019-06-03
278599	1	2786.75	2019-03-22
278837	0	2422.25	2019-03-22
278837	1	2851.51	2019-06-03
278986	0	1198.81	2019-06-03
279008	0	9042.1	2019-06-03
279122	0	8505	2019-06-03
279344	0	4312.66	2019-06-03
279454	1	1463.83	2019-06-03
279480	1	5705.8	2019-06-03
279605	0	3625.26	2019-06-03
280232	0	2449	2019-06-03
281233	1	515.62	2018-11-22
282592	0	3804.56	2019-03-22
282845	0	3428.31	2019-06-03
282869	0	6315.42	2019-06-03
283118	0	5371.07	2019-06-03
284404	1	447.46	2019-03-20
284566	0	9928.96	2019-03-22
285199	0	3470.91	2019-06-03
285208	0	3936.28	2019-06-03
285221	0	7906.09	2019-06-03
285325	0	9091.11	2019-06-03
285486	0	3143.02	2019-03-22
285592	0	3425.84	2019-06-03
285658	0	5231.66	2019-06-03
285850	0	11693.45	2019-03-22
285942	0	11882.02	2019-06-03
286038	0	3498.37	2019-06-03
286171	0	637.7	2018-11-22
286222	0	2501.3	2019-06-03
286340	0	9002.89	2019-06-03
286388	0	4522.36	2019-03-22
286395	0	6891.4	2019-06-03
286431	0	6906.21	2019-06-03
286756	0	3134.37	2019-06-03
286833	0	4015.31	2019-06-03
287143	0	16886.99	2019-06-03
287687	0	3834.69	2019-06-03
287746	0	7118.64	2019-06-03
288194	0	6031.21	2019-06-03
288240	0	8682.04	2019-06-03
288396	0	23934.61	2019-03-22
288419	0	3961.03	2019-06-03
288438	0	4550.65	2019-06-03
288445	0	8935.64	2019-06-03
288465	1	1878.79	2019-03-21
288578	0	685.11	2019-06-03
288647	1	2785.65	2018-11-22
288746	0	1682.44	2019-06-03
289203	0	738.01	2019-03-20
289274	0	2285.66	2019-06-03
289354	0	1886.21	2019-06-03
289385	0	3958.97	2019-06-03
289483	0	3363.64	2019-03-22
289561	0	18868.66	2019-06-03
289772	0	2672.63	2019-06-03
290037	0	6047.08	2019-03-22
290227	0	1221.63	2019-06-03
290236	0	1985.31	2019-06-03
290377	0	8752.11	2019-06-03
290424	0	2768.82	2019-06-03
290427	0	7988.26	2019-03-22
290466	0	5299.97	2019-06-03
290549	1	1288.19	2019-06-03
290706	0	7876.96	2019-06-03
290869	0	10657.12	2019-06-03
290912	0	1949.87	2019-06-03
291442	0	6189.61	2019-06-03
291446	0	3087.45	2019-06-03
291973	0	2424.65	2019-06-03
292257	0	6344.29	2019-06-03
292322	0	16290.51	2019-06-03
292939	0	2377.74	2019-06-03
292957	0	8090.88	2019-03-22
293019	0	8974.4	2019-06-03
293131	0	5140.91	2019-06-03
293247	0	549.54	2019-03-20
293380	0	7238.79	2019-06-03
293896	0	1484.19	2018-11-22
293930	0	3529.52	2019-03-21
293932	0	3820.01	2019-03-22
294068	0	1214.12	2019-06-03
294103	0	2809.04	2019-06-03
294139	1	13358.29	2019-03-22
294223	0	672.87	2019-03-20
294300	0	9063.75	2019-06-03
294792	0	10585.38	2019-06-03
295424	0	5183.04	2019-06-03
295525	0	3163.26	2019-03-20
295662	0	7878.97	2019-03-21
295754	0	7745.64	2019-06-03
295863	0	3430.48	2019-06-03
296052	0	1719.26	2019-06-03
296068	0	12512.58	2019-03-22
296173	0	3414.42	2019-03-22
296218	0	1927.15	2019-06-03
296449	0	726.64	2019-03-20
296841	0	536.21	2018-11-22
296895	0	8655.57	2019-06-03
296900	0	3540.3	2019-06-03
296949	0	1742.72	2019-03-20
296949	1	2128.69	2019-06-03
297039	0	3866.04	2019-03-22
297531	0	8008.47	2019-06-03
297545	0	1313.78	2019-04-04
297634	0	2405.65	2019-03-22
297729	0	4349.55	2019-06-03
297838	0	15241.7	2019-06-03
297883	1	4250.69	2018-11-22
297953	0	11160.98	2019-03-22
298086	0	7809.93	2019-06-03
298169	0	4480.52	2019-06-03
298226	0	7232.98	2019-06-03
298428	0	4171.44	2019-06-03
298466	0	6258.8	2019-06-03
298678	0	2762.11	2019-06-03
298696	0	10528.24	2019-03-22
298711	0	20656.65	2019-06-03
298929	0	7637.51	2019-03-22
299973	0	2316.38	2019-03-22
300207	0	2082.39	2019-03-22
300390	0	11400.6	2019-06-03
300625	0	16161.1	2019-06-03
300913	0	11501.47	2019-06-03
301036	0	2285.93	2019-06-03
301479	0	6160.2	2019-06-03
301507	0	1794.13	2019-06-03
301605	0	5987.17	2019-06-03
301630	0	2316.61	2019-06-03
301805	0	2461.49	2019-06-03
301952	0	9732.48	2019-06-03
302186	0	805.62	2019-03-20
302679	0	5144.21	2019-06-03
302704	0	12520.91	2019-06-03
302706	0	1315	2019-06-03
302991	0	5481.88	2019-06-03
303173	0	4939.47	2019-06-03
303183	0	1901.38	2019-06-03
303270	0	1555.75	2019-03-22
303632	0	20886.73	2019-06-03
303849	0	534.99	2019-03-20
303906	0	3912.07	2019-06-03
304086	0	2686.53	2019-06-03
304196	0	8608.44	2019-03-22
304333	0	3881.01	2019-06-03
304356	0	2209.76	2019-06-03
304566	0	11939.17	2019-06-03
304640	0	1594.87	2019-06-03
304711	0	11116.56	2019-06-03
305067	0	3408.82	2019-06-03
305236	0	3370.79	2019-03-20
305246	0	1370.36	2019-06-03
305282	0	13634.54	2019-03-22
305343	0	20596.43	2019-03-22
305412	0	1363.1	2019-06-03
305514	0	1003.92	2019-03-20
305521	0	5269.36	2019-03-22
305672	0	2940.88	2019-06-03
305975	0	5287.36	2019-06-03
306025	0	4643.66	2019-06-03
306165	1	1827.01	2019-06-03
306470	0	18914.17	2019-06-03
306772	0	362.52	2019-03-20
307242	0	10056.92	2019-06-03
307353	0	7070.67	2019-06-03
307749	0	9063.43	2019-03-22
307805	0	5142.28	2019-06-03
308118	0	6260.43	2019-03-20
308338	0	2074.89	2019-06-03
308618	0	672.7	2019-03-20
309111	0	1528.35	2019-06-03
309229	0	13405.93	2019-06-03
309525	0	1238.8	2019-03-20
309529	0	9109.76	2019-06-03
309553	0	9512.46	2019-06-03
309636	0	1010.25	2018-11-22
309650	0	6898.71	2019-06-03
309703	0	4490.52	2019-06-03
309704	0	14953.78	2019-06-03
309711	0	1477.57	2019-03-20
310307	0	8758.62	2019-06-03
310459	0	803.63	2019-03-22
310592	0	8721.35	2019-06-03
310804	0	1737.15	2019-06-03
311189	0	10687.25	2019-06-03
311342	0	7315.36	2019-06-03
311397	0	2963.49	2019-06-03
311607	1	3037.52	2019-06-03
311654	0	9573.55	2019-06-03
311822	0	721.12	2019-03-20
311882	0	9164.25	2019-06-03
311943	0	2654.37	2019-06-03
312038	0	400.66	2019-03-20
312495	0	18910.64	2019-03-22
312498	0	11375.24	2019-06-03
312501	0	8441.63	2019-06-03
312505	0	6487	2019-03-22
312776	0	5821.66	2019-03-21
312953	0	3301.91	2019-06-03
313077	0	1716.89	2019-06-03
313158	0	7051.98	2019-06-03
313233	0	3378.7	2019-06-03
313344	0	934.8	2019-03-22
313743	0	2369.21	2019-06-03
313832	0	5770.94	2019-06-03
314205	0	9517.6	2019-06-03
314430	0	3611.84	2019-06-03
314520	0	2553.61	2019-03-21
314520	1	3006.15	2019-06-03
314660	0	4638.72	2019-06-03
314661	0	922.33	2018-11-22
314816	0	789.08	2019-03-20
315151	0	15425.21	2019-06-03
315438	0	777.66	2019-03-20
315483	0	2793.06	2019-06-03
315714	0	14363.22	2019-03-22
315793	0	3839.92	2019-03-22
315927	0	11656.73	2019-06-03
315976	0	2251.64	2019-06-03
316106	0	4908.43	2019-06-03
316125	0	7871.78	2019-06-03
316407	0	2733.25	2019-06-03
316587	0	6607.4	2019-06-03
316604	0	1299.97	2019-06-03
317066	0	595.53	2019-06-03
317148	1	775.93	2019-03-20
317195	0	16887.27	2019-03-22
317569	0	2699.84	2019-06-03
317613	1	2516.76	2019-06-03
317624	0	5080.61	2019-03-22
317624	1	5980.98	2019-06-03
317691	0	2297.06	2018-11-22
317757	0	661.28	2019-03-20
318455	0	16957.34	2019-06-03
318541	0	4918.46	2019-06-03
318565	0	14614.72	2019-06-03
319292	0	5307.52	2019-03-22
320592	0	3860.81	2019-06-03
320593	0	1277.09	2018-11-22
320716	1	1157.93	2019-03-21
321125	0	4422.61	2019-06-03
321304	0	7213.65	2019-06-03
321699	0	8505.4	2019-03-22
321853	0	1047.64	2019-06-03
322284	0	3801.88	2019-03-22
322889	0	5960.72	2019-06-03
323066	0	1418.38	2019-06-03
323263	0	4590.21	2019-03-22
323263	1	5403.69	2019-06-03
323311	0	3987.3	2019-06-03
323403	0	8917.04	2019-06-03
323627	0	1407.79	2019-06-03
323751	0	4315.87	2019-06-03
323936	0	2205.98	2019-06-03
324553	0	695.03	2019-03-20
324623	0	2429.15	2019-06-03
324684	0	7552.58	2019-06-03
324753	0	4052.47	2019-03-22
325164	0	4455.79	2019-06-03
325190	0	1267.11	2019-03-22
325229	0	3682.98	2019-03-22
325400	0	1767	2019-06-03
325976	0	3503.91	2019-06-03
326213	0	4326.4	2019-06-03
326258	0	1506.56	2019-06-03
326805	0	1195.08	2019-06-03
326882	0	2109.29	2019-06-03
326900	0	1636.94	2019-03-21
326914	0	5454.19	2019-06-03
326977	0	2252.29	2019-03-22
327268	0	9584.92	2019-06-03
327409	0	15905.94	2019-03-22
327420	0	3062.44	2019-06-03
327782	0	991.2	2019-03-20
327857	0	3201.12	2019-03-22
328024	1	1280.91	2019-04-04
328123	0	2510.96	2019-06-03
328135	0	1986.34	2019-03-22
328141	0	7122.92	2019-06-03
328157	0	6229.09	2019-03-22
328182	0	1061.74	2019-06-03
328325	0	2224.92	2019-06-03
328449	0	3436.09	2019-06-03
328497	0	9653.75	2019-06-03
328675	0	1984.93	2019-06-03
328713	0	1395.85	2019-03-20
328828	0	6189.18	2019-06-03
328897	0	7521.62	2019-06-03
329043	0	13551.39	2019-06-03
329325	0	445.24	2019-03-20
329393	0	5006.79	2019-06-03
329406	0	3764.57	2019-06-03
329498	0	2512.46	2019-06-03
329599	0	4210.88	2019-06-03
329623	0	2571.11	2019-06-03
330141	0	1643.25	2019-06-03
330158	1	8183.87	2018-11-22
330432	0	8855.13	2019-06-03
330434	0	2385.49	2019-06-03
330452	0	5323.01	2019-06-03
330486	1	2581.78	2019-04-04
330525	0	4437.07	2019-06-03
330762	0	3376.28	2019-06-03
331084	0	9020.47	2019-06-03
331281	0	7418.79	2019-06-03
331565	0	2018.31	2019-06-03
331750	0	4848.03	2019-06-03
331775	0	1001.97	2019-06-03
331835	0	1910.52	2019-06-03
331845	0	18208.69	2019-03-20
331926	0	1260.42	2019-06-03
332037	0	1039.56	2019-03-22
332185	0	5173.75	2019-06-03
332327	0	494.87	2019-03-20
332466	0	2496.33	2019-03-20
332466	1	2299.35	2018-11-22
332623	0	1114.27	2019-06-03
332811	0	8251.3	2019-06-03
333074	0	1633.98	2019-03-22
333311	0	16704.49	2019-03-22
333481	1	6037.76	2019-06-03
333806	0	3794.67	2019-06-03
333847	0	1007.71	2019-03-21
333850	0	4123.64	2019-06-03
333992	1	3275.82	2019-03-22
334109	0	514.07	2019-03-20
334220	0	2585.45	2019-06-03
334302	0	2167.04	2019-06-03
334326	0	9956.53	2019-06-03
335726	0	2410.34	2019-03-22
335771	0	11033.12	2019-06-03
335837	0	2335.46	2019-06-03
335985	0	2277.79	2019-03-20
336000	0	1213.84	2019-06-03
336179	0	9659.35	2019-06-03
336207	0	3240.11	2019-03-20
336527	0	22648.9	2019-03-20
336559	0	608.02	2019-03-20
336692	0	856.51	2019-03-20
336722	0	3354.51	2019-06-03
336899	0	235.94	2019-03-20
337026	0	786.25	2019-03-20
337300	0	3843.27	2019-06-03
337321	0	1049.4	2019-06-03
337387	0	3871.63	2018-11-22
337931	0	8665.16	2019-06-03
337999	0	5099.49	2019-06-03
338183	0	1381	2019-03-20
338660	0	2039.96	2019-06-03
338670	0	5493.24	2019-06-03
338689	0	7530.82	2019-06-03
338867	0	951.71	2019-03-22
338877	0	2185.17	2019-06-03
338980	0	2278.42	2019-04-04
338986	0	3696.42	2019-06-03
339237	0	2706.01	2019-06-03
339673	0	886.18	2019-03-20
340072	0	5423.12	2019-06-03
340902	0	2948.58	2019-06-03
341053	0	5007.09	2019-06-03
341139	0	532.04	2019-03-20
341311	0	6215.18	2019-06-03
341336	0	4374.94	2019-06-03
341484	0	3439.25	2019-06-03
342233	1	1673.74	2019-04-04
342254	0	2057.19	2019-03-22
342300	0	2146.52	2019-06-03
342436	0	6574.28	2019-06-03
342450	0	8858.55	2019-06-03
342518	0	15227.13	2019-03-22
342826	0	3915.13	2019-06-03
342883	0	4579.11	2019-03-22
342956	0	3907.8	2019-06-03
343080	0	9105.16	2019-06-03
343385	0	5360.64	2019-06-03
343865	0	1224.18	2019-06-03
343913	0	758.72	2018-11-22
344204	0	2855.79	2019-06-03
344222	0	6217.87	2019-06-03
344234	1	12648.7	2018-11-22
344269	0	6620.9	2019-06-03
344378	0	551.33	2019-03-20
344388	0	1300.2	2019-03-20
344822	0	2140.08	2019-06-03
345271	0	5390.91	2019-06-03
345455	0	5428.69	2019-06-03
345625	0	2253.53	2019-06-03
345699	0	2422.26	2018-11-22
345879	0	7524.39	2019-06-03
345879	1	6502.28	2019-03-22
345910	0	2868.4	2019-06-03
346043	0	6451.17	2019-06-03
346080	0	3387.92	2019-06-03
346153	0	9455.93	2019-06-03
346573	0	4325.74	2019-06-03
346701	0	3443.73	2019-06-03
346787	0	24289.38	2019-03-20
347334	0	1982.38	2019-06-03
347449	0	5613.06	2019-06-03
347777	1	1577.98	2019-06-03
347849	0	16676.27	2019-06-03
348027	0	1152.66	2019-06-03
348126	0	2968.37	2019-06-03
348240	0	5573.56	2019-03-22
348604	0	1162.38	2019-03-20
348615	0	3642.88	2019-06-03
349010	0	6336.21	2019-06-03
349200	0	1254.38	2018-11-22
349337	0	5933.74	2019-06-03
349762	0	5675.27	2019-06-03
349843	0	1686.38	2019-06-03
349879	0	4633.67	2019-06-03
349904	0	4921.04	2019-06-03
349966	0	799.75	2019-06-03
350022	0	6601.07	2019-06-03
350065	0	6668.55	2018-11-22
350065	1	8321.35	2019-03-22
350226	0	2074.04	2019-06-03
350823	0	6143.21	2019-06-03
350824	0	8301.34	2019-06-03
351005	0	1386.53	2019-03-21
351204	0	6327.75	2019-06-03
351336	0	929.52	2019-03-20
351484	0	2955.92	2019-06-03
351486	0	4767.36	2019-06-03
351885	0	6752.72	2019-03-22
351963	0	4020.99	2019-06-03
352034	0	5725.83	2019-06-03
352396	0	1281.93	2019-03-20
352503	0	6728.13	2019-06-03
352515	0	3311.01	2019-06-03
352817	0	1181.88	2019-06-03
352825	0	4184.98	2019-06-03
353108	0	5977.93	2019-06-03
353114	0	3304.31	2019-06-03
353541	0	2607.66	2019-06-03
353573	0	4121.37	2019-03-22
353728	1	767.28	2019-06-03
353790	0	3908.52	2019-06-03
353841	0	2622.51	2019-03-22
353844	0	1533.79	2019-03-20
353861	0	2674.64	2019-04-04
353990	0	3029.85	2019-03-22
354225	1	3651.55	2019-03-22
